134217728 3 16 347 0 1330.25 3233.75 6.00481 3.23366 4.66011 1.76018 0 
134217728 16 3 351 0 428 1200 6.00228 3.23143 4.66726 1.76024 0 
134217728 16 16 361 0 2253 6142.5 6.02493 3.23108 4.67333 1.81995 0 
268435456 3 3 449 0 497.25 1138.5 6.03337 3.2392 4.67923 1.76584 0 
268435456 3 16 469 0 2625.5 5695.25 6.05845 3.24265 4.67646 1.84089 0 
268435456 16 3 474 0 845.75 1889 6.03499 3.24102 4.67198 1.7647 0 
268435456 16 16 482 0 4329.25 9726.25 6.04952 3.24081 4.67992 1.76641 0 
536870912 3 3 646 0 995.75 2098.25 6.04945 3.24597 4.68234 1.76693 0 
536870912 3 16 670 0 5276.75 10748 6.06656 3.24406 4.68221 1.84292 0 
536870912 16 3 660 0 1716 3208.5 6.04018 3.24212 4.68271 1.76652 0 
536870912 16 16 666 0 8878 16837.5 6.06528 3.24614 4.68239 1.76765 0 
1073741824 3 3 1101 0 1948.25 4026.25 6.05396 3.24816 4.68568 1.76841 0 
1073741824 3 16 1117 0 10484.5 21209.8 6.06257 3.20383 4.69403 1.77087 0 
1073741824 16 3 1097 0 3378.75 5870.75 6.06879 3.22404 4.69584 1.77003 0 
1073741824 16 16 1139 0 17670.2 30994.5 6.07064 3.23669 4.69213 1.77012 0 
