134217728 3 3 348 0 347.75 610.25 0 0 0 0 0 
134217728 3 16 352 0 1852 2992.5 0 0 0 0 0 
134217728 16 3 350 0 526 1167.25 0 0 0 0 0 
134217728 16 16 333 0 2784.75 6024.75 0 0 0 0 0 
268435456 3 3 468 0 679.5 1069.75 0 0 0 0 0 
268435456 3 16 502 0 3798 5437.25 0 0 0 0 0 
268435456 16 3 466 0 1063 1807.5 0 0 0 0 0 
268435456 16 16 480 0 5560.25 9477.25 0 0 0 0 0 
536870912 3 3 692 0 1426.75 1981.25 0 0 0 0 0 
536870912 3 16 677 0 7361.25 10457.8 0 0 0 0 0 
536870912 16 3 680 0 2056.75 3144 0 0 0 0 0 
536870912 16 16 703 0 10864.2 16241.5 0 0 0 0 0 
1073741824 3 3 1104 0 2876.5 3856.5 0 0 0 0 0 
1073741824 3 16 1131 0 14705.2 20237 0 0 0 0 0 
1073741824 16 3 1104 0 4192.75 5736.25 0 0 0 0 0 
1073741824 16 16 1132 0 22333 29746 0 0 0 0 0 
