4194304  1 0.440485
4194304  2 0.359017
4194304  3 0.39816
4194304  4 0.429074
4194304  5 0.352111
4194304  6 0.422854
4194304  7 0.461002
4194304  8 0.647511
8388608  1 0.664512
8388608  2 0.539558
8388608  3 0.679992
8388608  4 0.641205
8388608  5 0.775146
8388608  6 0.791271
8388608  7 0.689853
8388608  8 0.957378
16777216  1 0.799126
16777216  2 0.778038
16777216  3 0.752355
16777216  4 0.924805
16777216  5 0.96767
16777216  6 0.982867
16777216  7 1.03213
16777216  8 1.47545
25165824  1 0.866283
25165824  2 0.694549
25165824  3 0.971013
25165824  4 1.10722
25165824  5 1.45137
25165824  6 1.65043
25165824  7 1.24182
25165824  8 1.81511
33554432  1 1.31411
33554432  2 1.09703
33554432  3 1.2928
33554432  4 1.45224
33554432  5 1.67411
33554432  6 1.69786
33554432  7 1.89619
33554432  8 2.32109
41943040  1 1.38636
41943040  2 1.13502
41943040  3 1.43796
41943040  4 1.64796
41943040  5 1.81355
41943040  6 2.04313
41943040  7 2.07679
41943040  8 2.48691
419430400  1 1.6503
419430400  2 1.88823
419430400  3 2.6481
419430400  4 3.26675
419430400  5 3.92473
419430400  6 3.91193
419430400  7 4.27705
419430400  8 4.88086
4194304000  1 1.67875
4194304000  2 1.99099
4194304000  3 2.85425
4194304000  4 3.66243
4194304000  5 4.43337
4194304000  6 5.16039
4194304000  7 5.7684
4194304000  8 5.64594
8388608000  1 1.66587
8388608000  2 2.00078
8388608000  3 2.86772
8388608000  4 3.66477
8388608000  5 4.47641
8388608000  6 5.20227
8388608000  7 5.89403
8388608000  8 5.66947
