4194304  1 0.317576
4194304  2 0.308677
4194304  3 0.262136
4194304  4 0.254034
4194304  5 0.244345
4194304  6 0.244338
4194304  7 0.211597
4194304  8 0.210991
8388608  1 0.482098
8388608  2 0.341833
8388608  3 0.360987
8388608  4 0.332691
8388608  5 0.335089
8388608  6 0.2772
8388608  7 0.286469
8388608  8 0.278127
16777216  1 0.715792
16777216  2 0.521136
16777216  3 0.384819
16777216  4 0.409237
16777216  5 0.453292
16777216  6 0.363445
16777216  7 0.360895
16777216  8 0.360819
25165824  1 0.657827
25165824  2 0.621715
25165824  3 0.481111
25165824  4 0.538099
25165824  5 0.439139
25165824  6 0.399432
25165824  7 0.436211
25165824  8 0.51642
33554432  1 0.725417
33554432  2 0.616971
33554432  3 0.567509
33554432  4 0.521711
33554432  5 0.589742
33554432  6 0.535198
33554432  7 0.573051
33554432  8 0.528387
41943040  1 0.706384
41943040  2 0.68307
41943040  3 0.533651
41943040  4 0.585424
41943040  5 0.658321
41943040  6 0.666126
41943040  7 0.512585
41943040  8 0.485647
419430400  1 0.803705
419430400  2 0.757315
419430400  3 0.74846
419430400  4 0.728555
419430400  5 0.718112
419430400  6 0.723495
419430400  7 0.747059
419430400  8 0.770978
4194304000  1 0.825782
4194304000  2 0.738259
4194304000  3 0.762669
4194304000  4 0.690418
4194304000  5 0.758608
4194304000  6 0.702522
4194304000  7 0.726103
4194304000  8 0.769835
8388608000  1 0.820898
8388608000  2 0.741279
8388608000  3 0.761232
8388608000  4 0.713902
8388608000  5 0.742066
8388608000  6 0.728693
8388608000  7 0.742854
8388608000  8 0.778549
