4096  1 0.00102533
4096  2 0.00168201
4096  3 0.0010222
4096  4 0.00172921
4096  5 0.00102585
4096  6 0.00171637
4096  7 0.0017895
4096  8 0.00174042
8192  1 0.00345684
8192  2 0.00335435
8192  3 0.00347019
8192  4 0.00204754
8192  5 0.00341255
8192  6 0.00346577
8192  7 0.00356362
8192  8 0.00213082
16384  1 0.0068421
16384  2 0.00410502
16384  3 0.00401472
16384  4 0.00701532
16384  5 0.00665172
16384  6 0.00707388
16384  7 0.00672308
16384  8 0.0068268
24576  1 0.00615872
24576  2 0.0100425
24576  3 0.00635343
24576  4 0.00582421
24576  5 0.00617274
24576  6 0.00628099
24576  7 0.0101417
24576  8 0.00978705
32768  1 0.0132017
32768  2 0.0121558
32768  3 0.0139289
32768  4 0.0135556
32768  5 0.0132401
32768  6 0.0134734
32768  7 0.00819154
32768  8 0.013268
40960  1 0.0168541
40960  2 0.0145192
40960  3 0.0164569
40960  4 0.0162495
40960  5 0.0163476
40960  6 0.0166132
40960  7 0.0162324
40960  8 0.0163562
409600  1 0.111978
409600  2 0.102223
409600  3 0.0934782
409600  4 0.06925
409600  5 0.0637666
409600  6 0.0606223
409600  7 0.0580226
409600  8 0.0551302
4096000  1 0.37936
4096000  2 0.268245
4096000  3 0.28807
4096000  4 0.245643
4096000  5 0.240438
4096000  6 0.23595
4096000  7 0.210982
4096000  8 0.205815
8192000  1 0.411066
8192000  2 0.452498
8192000  3 0.350034
8192000  4 0.345578
8192000  5 0.352855
8192000  6 0.355941
8192000  7 0.311725
8192000  8 0.282443
